Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Current Landfill Status
10446,"Toombs County-S1898, PH 3 MSWLF",GA,2974 Lyons Center Road,Lyons,Toombs,30436,32.146467,-82.388566,Public,"Toombs County, GA",,Open
20699,Turkey Run Landfill,GA,7144 Lone Oak Road,Hogansville,Meriwether,30230,33.163696,-84.848925,Private,"Waste Management, Inc.",2010,Open
440,U.S. 78 Phase I,GA,,Lexington,Oglethorpe,30648,,,Unknown,,1976,Closed
10440,Union Hill Church Road MSWLF,GA,154 Union Hill Church Road S.W.,Gordon,Gordon,31031,32.954,-83.329,Public,"Baldwin County, GA",,Open
1986,Walker Mountain Landfill,GA,433 Walker Mountain Road,Rome,Floyd,30161,34.19,-85.214799,Public,"Floyd County, GA; Rome City",1998,Open
465,Watts Road LF,GA,1144 Field Road NW,Atlanta,Fulton,30318,33.7856,-84.4858,Private,"Republic Services, Inc.",1970,Closed
461,"WI Taylor County Disposal, LLC",GA,33 Stewart Road,Mauk,Taylor,31058,32.462263,-84.371526,Private,Waste Industries,1989,Open
1937,WMI-Rolling Hills,GA,870 Sullivan Road at Lees Mill Road,College Park,Clayton,30349,33.6188,-84.4172,Private,"Waste Management, Inc.",,Closed
10404,"Wolf Creek Landfill, LLC",GA,"911 Landfill Road
off Hwy 80 (Jeffersonville Road)",Dry Branch,Twiggs,31020,32.770535,-83.437873,Private,Advanced Disposal Services,1992,Open
20757,Layon Municipal Solid Waste Landfill,GU,1130 Chalan Layon,Inarajan,,96915,13.429707,144.649457,Public,Guam Solid Waste Authority,2011,Open
11801,Ordot Landfill,GU,Dero Road,Ordot,,,13.439066,144.750611,Public,Government of Guam,1944,Closed
2079,Central Maui Landfill,HI,1 Pulehu Road,Puunene,Maui,96784,20.86,-156.419,Public,"Maui County, HI",1987,Open
2080,Hana Landfill,HI,Waikaloa Street,Hana,Maui,96713,20.76778,-155.98859,Public,"Maui County, HI",1969,Open
2299,Kailua Landfill,HI,,Kealakehe,Hawaii,,,,Public,"Hawaii County, HI",1975,Closed
11321,Kalamaula Landfill,HI,Maunaloa Highway,Naiwa,Maui,96748,21.10096,-157.05001,Public,"Maui County, HI",1970,Closed
2088,Kaneohe Marine Corps Air Station Landfill,HI,MCBH Kaneohe Bay,Kaneohe Bay,Honolulu,96863,21.448,-157.731,Public,United States Marine Corps,1978,Open
1777,Kapaa,HI,Kapaa Quarry Road,Kailua,Honolulu,96734,21.4,-157.767,Public,"City and County of Honolulu, HI",1955,Closed
2297,Kapaa and Kalaheo Sanitary Landfills,HI,"Kapaa Quarry Road
913 Kalanianaole Highway",Kailua,Honolulu,96734,21.401025,-157.77503,Public,"City and County of Honolulu, HI",1970,Closed
2081,Kekaha Landfill/Phases I & II,HI,6900-D Kaumualii Highway,Kekaha,Kauai,96752,22.03452,-159.73029,Public,"County of Kauai, HI",1953,Open
2083,Lanai Landfill,HI,"Kaumalapau Highway (Hwy 440)
4 mi W of Lanai City",Lanai City,Maui,96763,20.794,-156.967,Public,"Maui County, HI",1969,Open
2084,Naiwa Landfill,HI,Maunaloa Highway,Kaunakakai,Maui,96748,21.118,-157.062,Public,"Maui County, HI",1993,Open
11300,Olowalu Landfill,HI,Honoapiilani Highway,Lahaina,Maui,96761,20.83019,-156.62902,Public,"Maui County, HI",1967,Closed
20793,Palailai Landfill,HI,91-402 Farrington Highway,Kapolei,Honolulu,96707,21.338,-158.088,Private,Grace Pacific Company,1974,Closed
2087,South Hilo Sanitary Landfill (SHSL),HI,"Leilani Street
1645 Ho'olaulima Road",Hilo,Hawaii,96720,19.698,-155.044,Public,"Hawaii County, HI",1969,Open
2089,Waimanalo Gulch Landfill & Ash Monofill,HI,92-460 Farrington Highway,Kapolei,Honolulu,96707,21.344,-158.11279,Public,"City and County of Honolulu, HI",1989,Open
2090,West Hawaii Landfill/Puuanahulu,HI,71-1111 Queen Kaahumanu Highway,Waikoloa,Hawaii,96738,19.889013,-155.880297,Public,"Hawaii County, HI",1993,Open
21155,Benton County Sanitary Landfill,IA,7904 20th Avenue,Blairstown,Benton,52209,41.875716,-92.096757,Public,"Benton County, IA",,Open
614,Black Hawk County SLF (Area E),IA,1509 East Washburn Road,Waterloo,Black Hawk,50701,42.414,-92.32758,Public,"Black Hawk County SWM Commission, IA",1975,Open
615,Boone County Landfill,IA,1268 224th Lane,Boone,Boone,50036,42.02985,-93.9194,Public,"Boone County, IA",1970,Open
11701,Carroll County Sanitary Landfill,IA,19111 Kittyhawk Avenue,Carroll,Carroll,51401,42.07127,-94.90601,Public,Carroll County Solid Waste Management Commission,1973,Open
21156,Cass County Sanitary Landfill,IA,65928 Jackson Road,Atlantic,Cass,50022,41.37859,-94.92788,Public,"Cass County, IA",,Open
632,Cedar Rapids Linn County Solid Waste Landfill #1,IA,2250 A Street SW,Cedar Rapids,Linn,52404,41.96469,-91.65193,Public,Cedar Rapids-Linn County Solid Waste Agency,1965,Closed
631,Cedar Rapids Linn County Solid Waste Landfill #2,IA,1954 County Home Road,Marion,Linn,52302,42.09371,-91.55547,Public,Cedar Rapids-Linn County Solid Waste Agency,1972,Open
623,Central Disposal Landfill,IA,21265 - 430th Street,Lake Mills,Winnebago,50450,43.382,-93.572,Private,"Waste Management, Inc.",1972,Open
11662,Cherokee County Sanitary Landfill,IA,1805 Linden Street,Cherokee,Cherokee,51012,42.734733,-95.524642,Unknown,,,Open
633,City of Muscatine LF,IA,3700 U.S. Highway 61 N,Blue Grass,Muscatine,52726,41.5173,-90.843,Public,Muscatine County Solid Waste Management Agency,1976,Open
616,Clinton County SLF (East),IA,4292 220th Street,Clinton,Clinton,52732,41.85905,-90.25866,Public,"Clinton County Area Solid Waste Agency, IA",1974,Open
617,Des Moines County Regional Sanitary Landfill,IA,13758 Washington Road,West Burlington,Des Moines,52655,40.849,-91.196,Public,"Des Moines County Regional Solid Waste Commission, IA",1964,Open
618,Dickinson Landfill Inc.,IA,2575 190th Street,Spirit Lake,Dickinson,51360,43.37178,-95.07733,Private,"Waste Management, Inc.",1975,Open
619,Dubuque Metropolitan SLF,IA,14501 Highway 20 West,Dubuque,Dubuque,52003,42.45501,-90.77686,Public,"Dubuque Metropolitan Area Solid Waste Agency, IA",1976,Open
2092,Fayette County Landfill,IA,10275 Kornhill Road,Fayette,Fayette,52142,42.82,-91.792,Public,"Fayette County Solid Waste Management Commission, IA",1983,Closed
21157,Floyd-Mitchell-Chickasaw Counties Landfill,IA,3354 330th Street,Elma,Mitchell,50628,43.236747,-92.560748,Public,"Floyd Mitchell Chickasaw Counties Solid Waste Management Agency, IA",1973,Open
21158,Fremont County Sanitary Landfill,IA,2879 250th Street,Sidney,Fremont,51652,40.690489,-95.64234,Public,"Fremont County Sanitary Landfill Commission, IA",,Open
630,Great River Regional Solid Waste Authority Landfill,IA,2092 303rd Avenue,Fort Madison,Lee,52627,40.656,-91.3095,Public,"Lee County Solid Waste Management Commission, IA",1984,Open
21159,Harrison County Sanitary Landfill,IA,2812 E. Highway 30,Logan,Harrison,51546,41.640812,-95.76831,Public,"Harrison County Landfill Commission, IA",,Open
10300,Iowa City SLF,IA,3900 Hebl Avenue SW,Iowa City,Johnson,52240,41.645,-91.624,Public,"City of Iowa City, IA",1972,Open
21160,Iowa County Sanitary Landfill,IA,3369 Highway 6 Trail,Homestead,Iowa,52236,41.764875,-91.833059,Public,"Regional Environmental Improvement Commission of Iowa County (REIC), IA",,Open
11601,Landfill of North Iowa,IA,15942 Killdeer Avenue,Clear Lake,Cerro Gordo,50428,43.126,-93.3003,Public,Landfill of North Iowa,1971,Open
11781,Loess Hills Regional SLF,IA,59722 290th Street,Malvern,Mills,51551,41.022,-95.639,Private,Iowa Waste Services LLC,1973,Open
21161,Mahaska County Sanitary Landfill,IA,2979 US Highway 63,Oskaloosa,Mahaska,52577,41.224726,-92.647692,Public,"Mahaska County Solid Waste Management Commission, IA",,Open
626,Marshall County SLF,IA,2313 Marshalltown Boulevard,Marshalltown,Marshall,50158,42.036,-92.982,Public,"Marshall County Solid Waste Management Comm., IA",1975,Open
624,Metro Park East Landfill,IA,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,Polk,50169,41.600722,-93.345265,Public,"Metro Waste Authority, IA",1972,Open
21162,Metro Park West Landfill,IA,2499 337th Street,Perry,Dallas,50220,41.864805,-94.162246,Public,"Metro Waste Authority, IA",,Open
21163,Montgomery County Sanitary Landfill,IA,1704 L Avenue,Red Oak,Montgomery,51566,41.057814,-95.150908,Private,Iowa Waste Services LLC,1974,Closed
620,Newton SLF,IA,3202 Highway 14 S,Newton,Jasper,50208,41.671,-93.0655,Public,"City of Newton, IA",1976,Open
2055,North Central Iowa Regional SWA Sanitary Landfill,IA,"2240 Landfill Drive
2240 S. 22nd Street",Fort Dodge,Webster,50501,42.47227,-94.169712,Public,North Central Iowa Regional Solid Waste Agency,1976,Open
21164,Northern Plains Regional Landfill,IA,3032 420th Avenue,Graettinger,Palo Alto,51342,43.21016,-94.75247,Public,"City of Spencer, IA",,Open
627,Northwest Iowa Area SWA Landfill,IA,4540 360th Street,Sheldon,Sioux,51201,43.1299,-95.894119,Public,"Northwest Iowa Solid Waste Agency, IA",1974,Open
10220,Oak Ridge Landfill,IA,1900 River Road,Council Bluffs,Pottawattamie,51501-7023,41.241,-95.90679,Unknown,,,Unknown
628,Ottumwa-Wapello County SLF,IA,13277 165th Avenue,Ottumwa,Wapello,52501,41.08,-92.473,Public,"Ottumwa-Wapello Solid Waste Commission, IA",1975,Open
21165,Page County Sanitary Landfill,IA,2032 N Avenue,Clarinda,Page,51632,40.750904,-95.110657,Public,"Page County, IA",1975,Open
625,Poweshiek County SLF,IA,,Malcolm,Poweshiek,,41.74614,-92.55877,Public,"South Central Iowa Solid Waste Agency, IA",1977,Closed
21166,RIWMA Landfill,IA,20488 M Avenue,Eldora,Hardin,50627,42.40687,-93.245378,Public,"Rural Iowa Waste Management Association, IA",,Open
21171,Sac County Landfill,IA,2430 260th,Sac City,Sac,50583,42.41019,-95.101219,Public,"Sac County Solid Waste Agency, IA",,Closed
634,Scott Area SLF,IA,11555 110th Avenue County Road Y-48,Davenport,Scott,52804,41.47444,-90.68864,Public,"Waste Commission of Scott County, IA",1977,Open
21167,SEMCO Landfill,IA,29997 Highway 78 West,Richland,Keokuk,52585,41.181234,-92.024355,Public,"Southeast Iowa Multi-County Solid Waste Agency, IA",,Open
621,Sioux City SLF,IA,,Sioux City,Woodbury,51101,42.383,-96.0177,Private,"Siouxland Environmental Services, Inc.",1974,Closed
21130,South Central Iowa Landfill,IA,2496 Highway 92,Winterset,Madison,50273,41.339,-93.955,Public,"South Central Iowa Landfill Agency, IA",1978,Open
622,South Central Iowa Sanitary Landfill,IA,1736 Hwy T-17,Tracy,Marion,50256,41.25995,-92.95676,Public,"South Central Iowa Solid Waste Agency, IA",1977,Open
21168,South Dallas County Sanitary Landfill,IA,2000 Main Street,Adel,Dallas,50003,41.620605,-94.040214,Public,"South Dallas County Landfill Agency, IA",,Open
21169,Tama County Sanitary Landfill,IA,2872 K Avenue,Toledo,Tama,52342,42.027799,-92.568628,Public,"Tama County Landfill Commission, IA",,Open
629,Van Buren County SLF,IA,,Douds,Van Buren,,,,Public,Van Buren Solid Waste Management Agency,1975,Closed
21170,Wayne-Ringgold-Decatur County Sanitary Landfill,IA,21377 125th Avenue,Grand River,Decatur,50108,40.733385,-93.962667,Public,"Wayne-Ringgold-Decatur County Solid Waste Commission, IA",,Open
2046,Winneshiek County Sanitary Landfill,IA,2000 140th Avenue,Decorah,Winneshiek,52101,43.225,-91.67,Public,"Winneshiek County, IA",1974,Open
2165,Ada County Landfill,ID,10300 Seamans Gulch Road,Boise,Ada,83714,43.698,-116.283,Public,"Ada County, ID",1972,Open
2166,"Aitco, Inc. Non / Msw Site",ID,,Weippe,Clearwater,,,,Private,"Aitco, Inc.",,Unknown
2187,Bear Lake County Landfill,ID,"175 Willowbrook Lane
off Highway 89",Montpelier,Bear Lake,83254,42.3213,-111.2479,Public,"Bear Lake County, ID",1973,Open
2167,Bennett Road Landfill,ID,"Bennett Road, East of Mountain Home",Mountain Home,Elmore,83647,43.078,-115.576,Public,"Elmore County, ID",1988,Open
2168,Bingham County / Fielding / Goshen Landfill,ID,700 North 1125 East,Shelley,Bingham,83274,43.297,-112.07,Public,"Bingham County, ID",,Closed
2169,Bingham County Landfill-Ridge Road,ID,1100 E Mountain View Road,Blackfoot,Bingham,83221,43.297,-112.075,Public,"Bingham County, ID",1987,Closed
2170,Boise County Warm Springs Municipal Landfill,ID,"Warm Springs Road & Centerville Road
3 miles West of Idaho City",Idaho City,Boise,83631,43.8526,-115.8737,Private,"Boise County, ID",,Closed
2171,Bonneville County Landfill,ID,9449 E. Sunnyside,Idaho Falls,Bonneville,83402,43.4288,-111.8572,Public,"Bonneville County, ID",1993,Open
2172,Boundary County Landfill,ID,"611 Hillcrest Road
Off County Road 29",Bonners Ferry,Boundary,83805,48.718577,-116.317134,Public,"Boundary County, ID",1971,Open
2173,Butte County Arco Sanitary Landfill,ID,"Landfill Road East of Arco
Arco Pass Road",Arco,Butte,83213,,,Public,"Butte County, ID",,Open
2174,Butte County Howe Landfill,ID,1550 W,Howe,Butte,83244,43.7885,-113.015,Public,"Butte County, ID",,Open
2183,Circular Butte Sanitary LF,ID,1571 N 800 E,Terreton,Jefferson,83450,43.851,-112.539,Public,"Jefferson County, ID",1996,Open
2190,Clay Peak Landfill,ID,2560 Highway 52,Payette,Payette,83661,44.064474,-116.861139,Public,"Payette County, ID",1993,Open
2067,Fighting Creek Farm Landfill,ID,22089 U.S. 95,Coeur d' Alene,Kootenai,83814,47.534,-116.934,Public,County of Kootenai,1993,Open
1988,Fort Hall Mine Landfill,ID,1500 N. Fort Hall Mine Road,Pocatello,Bannock,83204,42.782,-112.375,Public,"Bannock County, ID",1943,Open
2178,Franklin County Sanitary Landfill,ID,2655 N 2200 E,Preston,Franklin,83263,42.1433,-111.8192,Public,"Franklin County, ID",1968,Closed
2179,Garden Valley Non-Municipal Landfill,ID,,Boise,Ada,,,,Private,"Boise County, ID",,Unknown
2180,Glenns Ferry Landfill,ID,Interstate 84 & Hwy 30,Glenns Ferry,Elmore,83623,,,Public,"Elmore County, ID",1958,Open
2177,Goodrich Landfill,ID,"Goodrich Road
2 miles west of I-95",Council,Adams,83612,44.635,-116.486,Public,"Adams County, ID",,Open
2181,Hub Butte Landfill,ID,2900 N. 2800 E.,Twin Falls,Twin Falls,83301,42.4182,-114.4991,Public,"Twin Falls County, ID",1994,Open
2182,Island Park Sanitary Landfill,ID,3970 Kilgore-Yale Road,Island Park,Fremont,83429,44.4505,-111.3705,Public,"Fremont County, ID",1980,Open
2184,Latah Sanitary Landfill,ID,3299 Highway 8,Moscow,Latah,83843,46.71,-116.902,Private,Latah Sanitation Inc,1971,Closed
2185,Lemhi County Landfill 1,ID,"Landfill Rd
off of Hot Springs Rd",Salmon,Lemhi,83467,45.118893,-113.861523,Public,"Lemhi County, ID",1980,Open
2188,Lemhi County Landfill 2,ID,"Landfill Road
off of Hot Springs Road",Salmon,Lemhi,83467,45.126,-113.833,Public,"Lemhi County, ID",1993,Closed
2191,Milner Butte Landfill,ID,1050 West 400 South,Burley,Cassia,83318,42.462,-114.005,Public,"Southern Idaho Regional Solid Waste District, ID",1994,Open
20895,Mud Lake Landfill,ID,925 E. Salmon Highway,Terreton,Jefferson,83450,43.854,-112.508,Public,"Jefferson County, ID",1970,Closed
2189,Oneida County Sanitary Landfill,ID,1750 N Old Highway 191,Malad City,Oneida,83252,42.210098,-112.237099,Unknown,,1981,Closed
2175,Pickles Butte SLF,ID,15500 Missouri Avenue,Nampa,Canyon,83686,43.493,-116.704,Public,"Canyon County, ID",1983,Open
20702,Simco Road Regional Landfill,ID,16415 NW Waste Site Drive,Mayfield,Elmore,83716,43.256283,-115.902837,Private,"Idaho Waste Systems, Inc.",2000,Open
2192,St. Anthony Landfill,ID,716 N 2400 E,St Anthony,Fremont,83445,43.9808,-111.6779,Public,"Fremont County, ID",1965,Open
2193,Teton County Landfill,ID,114 E 25 N,Driggs,Teton,83422,43.726,-111.073,Public,"Teton County, ID",1980,Closed
1859,31st Street Landfill,IL,11700 West 31st Street,Westchester,Cook,60154,41.83894,-87.91497,Private,Archdiocese of Chicago,1960,Closed
500,ADS/McLean County LF #2,IL,2105 W. Oakland Avenue,Bloomington,McLean,61704,40.466463,-89.030787,Private,"Republic Services, Inc.",1990,Closed
1899,Advanced Disposal Orchard Hills Landfill Inc.,IL,8290 N. IL Highway 251,Davis Junction,Ogle,61020,42.14322,-89.0769,Private,Advanced Disposal Services,1998,Open
501,Advanced Disposal Valley View Landfill Inc.,IL,1363 Bear Road,Decatur,Macon,62522,39.8245,-89.0432,Private,Advanced Disposal Services,1957,Open
494,Advanced Disposal Zion Landfill,IL,701 Green Bay Road,Zion,Lake,60099,42.48483,-87.88497,Private,Advanced Disposal Services,1975,Open
503,Alton Municipal Landfill,IL,4550 N. Alby Street,Godfrey,Madison,62035,38.928,-90.179,Public,"City of Alton, IL",1976,Closed
1858,American Grading Company,IL,5100 Lawndale Avenue,McCook,Cook,60525,,,Private,American Grading Company,1954,Closed
521,Beecher Landfill,IL,1055 W. Goodenow Road,Beecher,Will,60401,41.3915,-87.6388,Private,"Waste Management, Inc.",1972,Closed
1856,Belleville Sanitary LF,IL,2381 Park Road,Belleville,St. Clair,62220,38.48359,-90.011824,Private,"Republic Services, Inc.",1974,Closed
1861,Bloomington LF,IL,W. Oakland Avenue,Bloomington,McLean,61704,40.465,-89.036,Unknown,,1964,Closed
526,Blue Island LF,IL,,Blue Island,Cook,,,,Unknown,,,Closed
470,Bond County LF,IL,825 Willard Street,Greenville,Bond,62246,38.88497,-89.42086,Private,"Republic Services, Inc.",1997,Closed
1864,Brickyard Disposal & Recycling Inc.,IL,601 East Brickyard Road,Danville,Vermilion,61832,40.09966,-87.6163,Private,"Republic Services, Inc.",1972,Open
522,CDT LF,IL,2851 Mound Road,Rockdale,Will,60436,41.500371,-88.144914,Private,CDT Landfill Corporation,1984,Closed
504,Chain of Rocks RDF,IL,3399 W. Chain of Rocks Road,Granite City,Madison,62040,38.76235,-90.12949,Private,"Waste Management, Inc.",1973,Closed
474,CID Recycling and Disposal Facility,IL,13707 S. Jeffery Avenue,Chicago,Cook,60633,41.655,-87.578,Private,"Waste Management, Inc.",1966,Closed
481,Clinton Landfill Inc.,IL,9550 Heritage Road,Clinton,De Witt,61727,40.114,-88.958,Private,"Coulter Companies, Inc.",1970,Open
472,Coles County Landfill,IL,6351 West State Street,Charleston,Coles,61920,39.509,-88.267,Private,"Republic Services, Inc.",1979,Closed
1862,Congress Development Company LF,IL,4100 W. Frontage Road,Hillside,Cook,60162,41.8721,-87.8885,Private,Congress Development Company,1980,Closed
2306,Cottonwood Hills LF,IL,10400 Hillstown Road,Marissa,St. Clair,62257,38.26,-89.78,Private,"Waste Management, Inc.",2000,Open
495,Countryside LF,IL,31725 N. Route 83,Grayslake,Lake,60030,42.32424,-88.0289,Private,"Waste Management, Inc.",1978,Open
2418,Davis Junction Landfill,IL,8900 Highway 251,Davis Junction,Ogle,61020,42.147,-89.0825,Private,"Republic Services, Inc.",1976,Closed
480,DeKalb County LF,IL,18370 Somonauk Road,DeKalb,DeKalb,60115,41.898,-88.686,Private,"Waste Management, Inc.",1958,Open
1866,Des Plaines Landfill,IL,9800 West Central Road,Des Plaines,Cook,60016,42.0689,-87.8653,Private,Archdiocese of Chicago,1963,Closed
499,Envirofil of Illinois Inc.,IL,13998 E. 1400th Street,Macomb,McDonough,61455,40.484333,-90.638,Private,"Waste Management, Inc.",1970,Open
487,Environtech LF,IL,1800 Ashley Road,Morris,Grundy,60450,41.37299,-88.4026,Private,"Republic Services, Inc.",1987,Closed
485,Esarey Landfill,IL,,White Hall,Greene,,,,Private,Esarey,1974,Closed
471,Five Oaks RDF,IL,890 E. 1500 North Road,Taylorville,Christian,62568,39.54693,-89.29487,Private,"Waste Management, Inc.",1978,Open
2307,Freeport Municipal Landfill #4,IL,2133 S. Walnut Road,Freeport,Stephenson,61032,42.2657,-89.6212,Public,"City of Freeport, IL",1987,Closed
483,Greene Valley RDF,IL,9 S. 610 Greene Road,Naperville,DuPage,60565,41.73045,-88.07444,Public,"Forest Preserve District of DuPage County, IL",1974,Closed
2164,H.O.D. Landfill,IL,McMillen Road,Antioch,Lake,60002,42.476,-88.082,Private,"Waste Management, Inc.",1963,Closed
524,Herrin Municipal,IL,Landfill Road Rural Route 1,Herrin,Williamson,,37.776,-89.0055,Public,"City of Herrin, IL",1975,Closed
2313,Hickory Ridge Landfill Inc.,IL,32246 375th Street,Baylis,Pike,62314,39.698,-90.914,Private,"Coulter Companies, Inc.",1976,Open
