Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Current Landfill Status
1731,Pitkin County Solid Waste Center,CO,32046 Hwy 82,Snowmass Village,Pitkin,81611,39.285,-106.9175,Public,"Pitkin County, CO",1964,Open
2129,Rooney Road LF,CO,"101 Rooney Road
W Colfax Avenue at Rooney Road",Golden,Jefferson,80401,39.715531,-105.202015,Public,"Jefferson County, CO",,Closed
21131,Sedalia Recycling Center & Depository,CO,5970 Highway 85,Sedalia,Douglas,80135,39.447543,-104.965458,Private,Waste Connections Inc. - Central Region,2006,Open
1724,South Canyon Landfill,CO,1250 CR-134,Glenwood Springs,Garfield,81601,39.551,-107.42,Public,City of Glenwood Springs,1953,Open
1732,Southside Solid Waste Disposal Site,CO,5715 W State Highway 78,Pueblo,Pueblo,81005,38.22127,-104.708434,Private,Waste Connections Inc. - Central Region,1962,Open
1735,Summit County Landfill,CO,639 Landfill Road,Dillon,Summit,80435,39.608,-105.997,Public,"Summit County, CO",1964,Open
1723,"Templeton Gap Landfill, Inc.",CO,South of SW corner of Powers & Woodman,Colorado Springs,El Paso,,38.925,-104.708,Private,"Templeton Gap Landfill, Inc.",1957,Closed
1716,Tower Landfill Inc.,CO,8480 Tower Road,Commerce City,Adams,80022,39.85052,-104.77187,Private,"Republic Services, Inc.",1981,Open
11521,West Garfield County Landfill,CO,75 CR-246,Rifle,Garfield,81650,39.517,-107.905,Public,"Garfield County, CO",,Open
1717,York & SH 224,CO,York Street & CO-224 W,Denver,Adams,80229,39.829017,-104.952669,Unknown,,1991,Closed
369,Bridgeport LF,CT,South Avenue,Bridgeport,Fairfield,,41.156309,-73.210176,Public,Bridgeport,,Closed
355,Bristol LF,CT,,Bristol,Hartford,,,,Public,Bristol,1984,Closed
370,Canterbury LF,CT,133 Packer Road,Canterbury,Windham,6331,41.657,-71.9604,Private,"Yaworski, Inc.",1990,Closed
371,East Hartford LF,CT,25 Ecology Drive,East Hartford,Hartford,6108,41.7705,-72.63,Public,"Town of East Hartford, CT",,Closed
363,East Windsor LF,CT,Wapping Road,Broad Brook,Hartford,6016,41.8689,-72.5645,Private,Manchester Methane,1976,Closed
357,Ellington LF,CT,"Sadds Mill Road
Route 140",Ellington,Tolland,6029,41.9225,-72.5031,Public,Connecticut Department of Energy & Environmental Protection,,Closed
358,Groton LF,CT,Wells Street,Groton,New London,6340,41.3703,-72.0793,Public,"Town of Groton Department of Public Works, CT",1963,Closed
378,Hampton LF,CT,,Manchester,Hartford,,,,Unknown,,,Closed
359,Hartford LF,CT,180 Leibert Road,Hartford,Hartford,6120,41.7901,-72.6514,Public,Connecticut Department of Energy & Environmental Protection,1940,Closed
372,Killingly LF,CT,246 Brickhouse Road,Danielson,Windham,6239,41.805,-71.7975,Unknown,Killingly LF,,Closed
360,Manchester LF,CT,"1 Landfill Way
311 Olcott Street",Manchester,Hartford,6040,41.7684,-72.5604,Public,"Town of Manchester, CT",1955,Open
373,Meriden LF,CT,Evansville Avenue,Meriden,New Haven,,41.511575,-72.826455,Public,"City of Meriden, CT",,Closed
361,Middletown Avenue Landfill,CT,260 Middletown Avenue,New Haven,New Haven,6513,41.328,-72.886,Public,"City of New Haven, CT",1953,Closed
376,Montville LF,CT,Route 163 & Chesterfield Road,Montville,New London,6353,41.463503,-72.157497,Public,Landfill Owner of Montville LF,1993,Closed
362,New Milford LF,CT,182-2 Danbury Road,New Milford,Litchfield,6776,41.55082,-73.41766,Private,"Waste Management, Inc.",1962,Closed
10260,North End Pennisula LF,CT,,Middletown,Middlesex,,41.575,-72.659,Public,,,Closed
374,North Haven LF,CT,Universal Drive and Sackett Point Rd,North Haven,New Haven,,41.36543,-72.871607,Public,"Town of North Haven, CT",1959,Closed
364,Putnam LF,CT,River Road,Putnam,Windham,6260,41.881,-71.91,Private,Putnam LF,1981,Closed
365,Shelton LF,CT,866 River Road,Shelton,Fairfield,6484,41.26079,-73.09601,Public,Connecticut Department of Energy & Environmental Protection,1990,Closed
366,Torrington LF,CT,Vista Drive,Torrington,Litchfield,6790,41.779587,-73.125704,Public,"City of Torrington, CT",,Closed
367,Wallingford LF,CT,,Wallingford,New Haven,,,,Public,Connecticut Department of Energy & Environmental Protection,1984,Closed
375,Waterbury-North End LF,CT,Mark Lane,Waterbury,New Haven,6704,41.5779,-73.0101,Public,Connecticut Department of Energy & Environmental Protection,1950,Closed
377,Windham LF,CT,,Windham,Windham,,,,Unknown,Windham LF,1985,Closed
368,Windsor-Bloomfield LF,CT,500 Huckleberry Road,Windsor,Hartford,6095,41.8936,-72.7093,Public,"Town of Windsor, CT",1973,Closed
1829,Cherry Island Landfill,DE,1706 E. 12th Street,Wilmington,New Castle,19809,39.7308,-75.52,Public,Delaware Solid Waste Authority,1985,Open
1832,Jones Crossroads Landfill,DE,28560 Landfill Lane,Georgetown,Sussex,19947,38.596,-75.439,Public,Delaware Solid Waste Authority,1984,Open
1830,Pigeon Point Landfill,DE,1101 Lambson Lane,New Castle,New Castle,19720,39.7054,-75.5326,Public,"City of Wilmington, DE; Delaware Solid Waste Authority",1966,Closed
1831,Sandtown Landfill,DE,1107 Willow Grove Road,Felton,Kent,19943,39.0327,-75.7251,Public,Delaware Solid Waste Authority,1980,Open
20786,58th Street Landfill,FL,8831 NW 58th Street,Miami,Miami-Dade,33178,25.8325,-80.345833,Public,"Miami-Dade County, FL",1952,Closed
20758,A.C.M.S. Inc.,FL,835 CR 529,Lake Panasoffkee,Sumter,33585,28.743151,-82.091653,Private,"Waste Connections, Inc.",2013,Open
412,Aucilla Area SW Facility Class I & 2,FL,"1313 SW Greenville Hills Road
East side of US 221",Greenville,Madison,32331,30.45833,-83.60833,Public,"Aucilla Area Solid Waste Administration, FL",1992,Open
415,Baseline Landfill,FL,5601 SE 66th Street,Ocala,Marion,34480,29.123,-82.06,Public,"Marion County, FL",1970,Closed
430,Bee Ridge LF,FL,8350 Bee Ridge Road,Sarasota,Sarasota,34241,27.2958,-82.394,Public,"Sarasota County, FL",1971,Closed
390,Boca Raton Garbage Dump,FL,"SW 18th Street
3 miles SW of Winder",Boca Raton,Palm Beach,33432,26.3289,-80.0952,Public,"Solid Waste Authority of Palm Beach County, FL",,Closed
380,Brevard County Central Disposal Facility,FL,2250 W. Adamson Road,Cocoa,Brevard,32926,28.3971,-80.8296,Public,"Brevard County, FL",1972,Open
392,Bridgeway Acres LF,FL,3001-110th Avenue North,St. Petersburg,Pinellas,33716,27.867647,-82.6757,Public,"Pinellas County, FL",1975,Open
20697,Broward County Landfill,FL,7101 SW 205th Avenue,Fort Lauderdale,Broward,33332,26.03785,-80.42495,Public,"Broward County, FL",1988,Open
10461,Buckingham Landfill,FL,Buckingham Road near INT with SR-82,Fort Meyers,Lee,33905,26.63312,-81.75318,Public,"Lee County Board of County Commissioners, FL",1970,Closed
20698,Cedar Trail Landfill (CTL),FL,2500 State Road 60 West,Bartow,Polk,33830,27.89808,-81.884525,Private,"Republic Services, Inc.",1993,Open
2304,Central County Solid Waste Disposal Complex,FL,4000 Knights Trail Road,Nokomis,Sarasota,34275,27.201577,-82.390646,Public,"Sarasota County, FL",1998,Open
399,Citrus County Central Landfill,FL,230 W. Gulf to Lake Highway,Lecanto,Citrus,34461,28.85198,-82.43651,Public,"Citrus County Board of County Commissioners, FL",1975,Open
401,Collier County Landfill,FL,3750 White Lake Boulevard,Naples,Collier,34117,26.1634,-81.6585,Public,"Collier County, FL",1976,Open
381,Columbia County Central LF,FL,"1347 N.W. Oosterhoudt Lane I-10
2 Miles W of Winfield",Lake City,Columbia,32055,30.2582,-82.7168,Public,"Columbia County, FL",,Closed
387,Croom SLF,FL,"High Corner Road
Off SR-50",Brooksville,Hernando,34602,28.5409,-82.2657,Public,"Hernando County, FL",1976,Closed
407,DeSoto City SLF,FL,6000 Skipper Road,Sebring,Highlands,33876,27.4148,-81.406,Public,"Highlands County, FL",1989,Closed
423,Dyer Boulevard LF,FL,7301 Haverhill Road North,West Palm Beach,Palm Beach,33407,26.7819,-80.13,Public,"Solid Waste Authority of Palm Beach County, FL",1968,Closed
435,East Duval SLF,FL,515 Girvin Road,Jacksonville,Duval,32225,30.33635,-81.46265,Public,"City of Jacksonville, FL",1974,Closed
410,Gulf Coast RDF,FL,11990 SR 82 East,Fort Myers,Lee,33913,26.60303,-81.76843,Private,"Waste Management, Inc.",1974,Closed
2156,Hernando County Northwest Landfill,FL,14450 Landfill Road,Brooksville,Hernando,34614,28.66735,-82.486788,Public,"Hernando County, FL",1991,Open
2385,Highlands County Solid Waste Management Center,FL,12700 Arbuckle Creek Road,Sebring,Highlands,33870,27.5106,-81.3155,Public,"Highlands County, FL",1996,Open
388,Hillsborough Heights LF,FL,6209 County Road 579,Seffner,Hillsborough,33584,28.015,-82.298,Public,"Hillsborough County Public Works Dept./Solid Waste Management Div., FL",1976,Closed
395,Huntington SLF,FL,1551 County Road 308,Crescent City,Putnam,,29.42309,-81.53973,Public,"Putnam County, FL",1972,Closed
408,Indian River County LF Class I,FL,1325 74th Avenue SW,Vero Beach,Indian River,32968,27.578,-80.485,Public,"Indian River County Solid Waste Disposal District, FL",1978,Open
11621,J.E.D. Solid Waste Management Facility,FL,1501 Omni Way,St. Cloud,Osceola,34773,28.064,-81.098,Private,"Waste Connections, Inc.",2004,Open
436,Jacksonville North SLF,FL,11405 Island Drive,Jacksonville,Duval,32226,30.4418,-81.556,Public,"City of Jacksonville, FL",1976,Closed
12213,Lake County Central Phase I Landfill,FL,13130 Astatula Landfill Road,Tavares,Lake,32778,28.75558,-81.735811,Public,"Lake County Board of County Commissioners, FL",1972,Open
20791,Lantana Landfill,FL,9191 Lantana Road,Lake Worth,Palm Beach,33467,26.59302,-80.19369,Public,"Solid Waste Authority of Palm Beach County, FL",1969,Closed
393,Largo City SLF,FL,JCT 8th Avenue SE & CR124-A,Largo,Pinellas,33771,27.9128,-82.7756,Public,"Pinellas County, FL",,Closed
10460,Lee/Hendry County Regional SW Disposal Facility,FL,5500 Church Road,Felda,Hendry,33930,26.55979,-81.5204,Public,"Lee County Board of County Commissioners, FL",2002,Open
414,Lena Road Class I Landfill,FL,"3333 Lena Road
S. of SR-64 & Lena Road INT",Bradenton,Manatee,34211,27.470055,-82.443497,Public,"Manatee County, FL",1972,Open
411,Leon County Landfill,FL,"7550 Apalachee Parkway
5 mi. E. of SR 261 & US 27 Int.",Tallahassee,Leon,32311,30.42153,-84.144,Public,"Leon County, FL",1977,Closed
413,Madison City/County SLF,FL,"CR-591
2 miles NE of Madison",Madison,Madison,32340,30.5081,-83.3908,Public,"Madison County, FL",1971,Closed
379,Majette North SLF,FL,"Old Majette Tower Road & John Pitts Road
2 miles east of US 231, S SR-390",Panama City,Bay,32404,30.2383,-85.5144,Public,"Bay County, FL",1976,Closed
416,Martin County Palm City II SLF,FL,9101 SW Busch Street,Palm City,Martin,34990,27.1842,-80.3776,Public,"Martin County, FL",1985,Closed
402,Medley Landfill,FL,9350 NW 89th Avenue,Medley,Miami-Dade,33178,25.8586,-80.3508,Private,"Waste Management, Inc.",1980,Open
397,Monarch Hill Landfill,FL,"2700 NW 48th Street
(2700 Wiles Road)",Pompano Beach,Broward,33073,26.283,-80.161,Private,"Waste Management, Inc.",1965,Open
433,New River Regional LF,FL,24276 NE 157th Street,Raiford,Union,32083,30.0932,-82.2052,Public,"New River Solid Waste Association, FL",1992,Open
2278,"Nine Mile Road, Inc.",FL,445-A International Golf Parkway,St. Augustine,St. Johns,32095,30.0087,-81.4023,Private,"Republic Services, Inc.",,Open
424,North Central Landfill,FL,"10 Environmental Loop South
7399 De Castro Road",Winter Haven,Polk,33880,28.02389,-81.847245,Public,"Polk County Board of County Commissioners, FL",1977,Open
10540,North Dade Landfill,FL,21500 NW 47th Avenue,Opa-Locka,Miami-Dade,33055,25.9679,-80.2862,Public,"Miami-Dade County, FL",1952,Open
419,Okeechobee LF,FL,10800 NE 128th Avenue,Okeechobee,Okeechobee,34972,27.34104,-80.6966,Private,"Waste Management, Inc.",1981,Open
420,Orange County SLF,FL,12100 Young Pine Road,Orlando,Orange,32829,28.481,-81.2083,Public,"Orange County, FL",1972,Open
431,Osceola Landfill,FL,1930 E. Osceola Road,Geneva,Seminole,32732,28.79278,-81.0882,Public,"Seminole County Board of Commissioners, FL",1970,Open
2053,PBCSWA RRF Site #7,FL,7501 N. Jog Road,West Palm Beach,Palm Beach,33412,26.763,-80.137436,Public,"Solid Waste Authority of Palm Beach County, FL",1989,Open
20696,PCSW Resource Recovery Facility,FL,14230 Hays Road,Spring Hill,Pasco,34610,28.369724,-82.560119,Public,"Pasco County, FL",1997,Open
406,Perdido LF,FL,13009 Beulah Road,Cantonment,Escambia,32533,30.57654,-87.3897,Public,"Escambia County, FL",1980,Open
20853,Pine Ridge Recycling & Disposal,FL,5400 Rex Drive,Winter Garden,Orange,34787,28.487325,-81.651813,Private,"Waste Management, Inc.",1988,Closed
426,Putnam County Central SLF,FL,140 County Landfill Road,Palatka,Putnam,32177,29.7196,-81.6655,Public,"Putnam County, FL",1960,Open
391,Ridge Road LF,FL,"Landfill Road
.4 miles N of Ridge Road",New Port Richey,Pasco,34668,28.2861,-82.6806,Public,,,Closed
400,Rosemary Hill LF Expansion Class I,FL,"3545 Rosemary Hill Road
West of CR-315",Green Cove Springs,Clay,32043,30.0047,-81.7402,Public,"Clay County, FL",1988,Closed
421,Saint Cloud City LF Class I,FL,"2705 Peg Horn Way
near Int. of Budinger Avenue & 17th Street",Saint Cloud,Osceola,34769,28.2335,-81.3079,Public,"City of Saint Cloud Public Works, FL",1965,Closed
386,Sandler Road SLF,FL,10500 Sandler Road,Jacksonville,Duval,32222,30.233458,-81.828486,Public,Duval County Public Utilities,1972,Closed
429,Santa Rosa Central LF,FL,6337 Da Lisa Road,Milton,Santa Rosa,32583,30.5785,-87.0664,Public,"Santa Rosa County, FL",1978,Open
403,South Dade Dump,FL,SW 97th Avenue & SW 248th Street,Goulds,Miami-Dade,33032,25.5336,-80.3451,Public,"Miami-Dade County, FL",1950,Closed
404,South Dade Solid Waste Disposal Facility,FL,23707 SW 97th Avenue,Homestead,Miami-Dade,33032,25.5445,-80.3477,Public,"Miami-Dade County, FL",1978,Open
382,South Dade SW Reduction Facility,FL,SW 97th Avenue & SW 248th Streetÿ,Goulds,Miami-Dade,33032,25.5454,-80.3458,Public,"Miami-Dade County, FL",,Closed
2135,Southeast Hillsborough County LF,FL,15960 County Road 672,Lithia,Hillsborough,33547,27.77639,-82.187501,Public,"Hillsborough County Public Works Dept./Solid Waste Management Div., FL",1984,Open
422,Southport Road SLF Phase I & II,FL,4400 Hunt Road,Kissimmee,Osceola,34746,28.1551,-81.42272,Public,"Osceola County, FL",1986,Closed
409,Springhill Regional Landfill,FL,4945 W State Hwy 273,Campbellton,Jackson,32426,30.92104,-85.42854,Private,"Waste Management, Inc.",1983,Open
428,St. Lucie County Baling and Recycling Facility,FL,6120 Glades Cutoff Road,Fort Pierce,St. Lucie,34981,27.390834,-80.395557,Public,"St. Lucie County, FL",1978,Open
11381,Steelfield Road Landfill,FL,11411 Landfill Road,Panama City Beach,Bay,32437,30.36226,-85.917,Public,"Bay County, FL",1987,Open
417,Stock Island LF,FL,Junior College Road,Key West,Monroe,33040,24.5805,-81.7482,Public,"Monroe County, Environmental Management",1984,Closed
383,Sunbeam Road SLF,FL,Sunbeam Road & Craven Road,Jacksonville,Duval,32257,30.2059,-81.6001,Private,"Retirement Corporation of America, Inc.",1972,Closed
396,SW Alachua SLF,FL,State Road 24,Archer,Alachua,32618,29.5125,-82.548,Public,"Alachua County, FL",1988,Closed
432,Taylor County Central LF,FL,Landfill Road,Perry,Taylor,32347,30.0268,-83.7011,Public,"Taylor County, FL",1985,Closed
427,Tillman Ridge SLF,FL,"3005 Allen Nease Road
S on SR-214, W on Allen Nease Roadÿ",St. Augustine,St. Johns,32033,29.8314,-81.4053,Public,"St. Johns County, FL",1989,Closed
434,Tomoka Farms Road LF,FL,1990 Tomoka Farms Road,Port Orange,Volusia,32128,29.1285,-81.0806,Public,"Volusia County, FL",1977,Open
394,Toytown SLF,FL,10550 16th Street North,St. Petersburg,Pinellas,33716,27.8722,-82.6583,Public,"Pinellas County, FL",1961,Closed
405,Trail Ridge Landfill Inc.,FL,5110 U.S. Highway 301 S,Baldwin,Duval,32234,30.2246,-82.0447,Public,"City of Jacksonville, FL",1992,Open
418,West Nassau SLF,FL,"46026 Landfill Road/440 N Kings Road
2 miles NW of Callahan off US 1ÿ",Callahan,Nassau,32011,30.6046,-81.8204,Public,"Nassau County, FL",1974,Closed
11380,Winfield Solid Waste Facility,FL,1347 NW Oosterhoudt Lane,Lake City,Columbia,32055,30.2563,-82.703986,Public,"Columbia County, FL",1973,Open
389,Wright LF,FL,Percy Lane & N Beal Extension,Fort Walton Beach,Okaloosa,32547,30.4757,-86.6418,Public,"Okaloosa County Public Works, FL",1961,Closed
398,Zemel Road Landfill,FL,29751 Zemel Road,Punta Gorda,Charlotte,33955,26.794446,-81.960278,Public,"Charlotte County Solid Waste, FL",1975,Open
458,"Advanced Disposal Services Evergreen Landfill, Inc.",GA,2995 Wetherington Lane,Valdosta,Lowndes,31601,30.808,-83.3625,Private,Advanced Disposal Services,1992,Open
445,Athens-Clarke County Landfill,GA,5700 Lexington Road,Winterville,Clarke,30683,33.929,-83.2627,Public,Unified Government of Athens-Clarke County (ACCUG),1977,Open
10401,Atkinson County - SR 50 MSWL,GA,64 Author Davis Drive,Willacoochee,Atkinson,31650,31.319415,-82.964286,Public,"Atkinson County, GA",1997,Open
447,Baker Place Road Landfill (Ph 1 & 2),GA,468 Chamblin Road,Grovetown,Columbia,30813,33.489158,-82.234624,Public,"Columbia County, GA",1982,Closed
1985,Bartow County MSWLF,GA,"40 Allatoona Dam Road
between Hwy 41 & S.R. 293",Cartersville,Bartow,30120,34.1438,-84.7648,Public,"Bartow County, GA",1979,Open
468,BJ Landfill,GA,2901 Jones Mill Road,Norcross,Gwinnett,30071,33.93045,-84.23786,Private,"Waste Management, Inc.",1955,Closed
2267,Broadhurst Environmental Landfill,GA,4800 Broadhurst Road West,Screven,Wayne,31560,31.4708,-81.9411,Private,"Republic Services, Inc.",1993,Open
455,Button-Gwinnett Landfill Phase III,GA,70 Arnold Road,Lawrenceville,Gwinnett,30045,33.9231,-84.0478,Private,"Waste Management, Inc.",1989,Closed
10405,Camden County SR 110 MSW Landfill,GA,"5395 Hwy 110 (SR 110 & Russell Road)
12 miles SW of Woodbine",Silco,Camden,31569,30.85909,-81.854516,Public,"Camden County, GA",1992,Open
1982,Carroll County - Carrollton SR 166 MSW Landfill,GA,439 Simonton Mill Road,Carrollton,Carroll,30117,33.5529,-85.156,Public,"Carroll County Board of Commissioners, GA",1976,Closed
451,Cascade Road Landfill,GA,4047 Cascade Road S.W.,Atlanta,Fulton,30331,33.733,-84.519,Public,"City of Atlanta, GA",1976,Closed
2419,Catoosa County MSW LF,GA,912 Shope Ridge Road,Ringgold,Catoosa,30736,34.8849,-85.1725,Public,"Catoosa County, GA",1973,Closed
10442,Cedar Grove Landfill,GA,172 Roger Brown Drive,Barnesville,Lamar,30204,33.085973,-84.208563,Public,"Lamar County, GA",1984,Open
453,Chambers-Bolton Road,GA,"2236 Bolton Road, N.W.",Atlanta,Fulton,30318,33.8195,-84.4655,Private,"Waste Management, Inc.",1991,Closed
437,Cherokee County - Blalock Road Ph 3 & 4,GA,"Blalock Road
2 mi SE of Holly Springs",Canton,Cherokee,30114,34.15,-84.48,Unknown,Cherokee County - Blalock Road Ph 3 & 4,,Closed
10400,"Chesser Island Road Landfill, Inc. MSWL",GA,Highway 121 S. (SR 23) at Chesser Island Road,Folkston,Charlton,31537,30.7079,-82.0811,Private,"Waste Management, Inc.",1992,Open
459,"City of Forsyth-Old Brent Road, Phase I&II",GA,Old Brent Road,Forsyth,Monroe,31209,33.015,-83.955,Public,"City of Forsyth, GA",1977,Closed
2288,City of LaGrange Landfill,GA,2233 Greenville Road,LaGrange,Troup,30241,33.0463,-84.9532,Public,"City of LaGrange, GA",1985,Open
10409,City of Thomasville MSWLF,GA,"88 Landfill Road
off Sunset Drive",Thomasville,Thomas,31757,30.805802,-83.91265,Public,"City of Thomasville, GA",1975,Open
10445,City of Tifton / Omega / Eldorado Road LF,GA,445 Mitchell Store Road,Tifton,Tift,31794,31.357773,-83.536981,Public,"City of Tifton, GA",1981,Open
446,Clayton County SR 3 Lovejoy Landfill,GA,11678 Hastings Bridge Road,Lovejoy,Clayton,30250,33.44,-84.307,Public,"Clayton County, GA",1983,Open
10520,Columbus Pine Grove MSWLF,GA,7160 Sacerdote Lane,Columbus,Muscogee,31907,32.4974,-84.865,Public,"Columbus Consolidated Government, GA",1999,Open
460,Columbus-Schatulga Road SLF,GA,"7160 Sacerdote Lane
Schatulga Road off SR 22",Columbus,Muscogee,31907,32.5015,-84.865,Public,"Columbus Consolidated Government, GA",1983,Closed
1987,Coweta County Landfill,GA,,,Coweta,,,,Public,"Coweta County, GA",,Closed
10406,Crisp County Landfill,GA,3354 U.S. Highway 41 S,Cordele,Crisp,31015,31.866967,-83.749031,Public,"Crisp County, GA",1975,Open
441,Deans Bridge Road MSWLF,GA,4330 Deans Bridge Road,Blythe,Richmond,30805,33.35257,-82.14324,Public,City of Augusta-Richmond County,1985,Open
20700,Decatur County Solid Waste Facility,GA,104 Mine Loop Road,Attapulgus,Decatur,39815,30.71,-84.405,Public,"Decatur County Board of Commissioners, GA",2006,Open
450,Dougherty County Fleming/Gaissert Road LF,GA,900 Gaissert Road,Albany,Dougherty,31705,31.532784,-84.028353,Public,"Dougherty County Solid Waste Department, GA",1983,Open
1980,Douglas County Landfill,GA,,,Douglas,,,,Public,"Douglas County, GA",,Unknown
10403,Eagle Point Landfill LLC,GA,8880 Old Federal Road,Ball Ground,Forsyth,30107,34.325556,-84.240833,Private,Advanced Disposal Services,2002,Open
2054,Fayette County Landfill,GA,,Fayetteville,Fayette,,,,Public,"Fayette County, GA",1990,Closed
11981,Fort Benning LF,GA,1st Division Road,Fort Benning,Muscogee,31905,32.385,-84.865,Public,United States Army,1965,Closed
20701,Fort Stewart Landfill,GA,,Fort Stewart,Liberty,31314,31.887204,-81.643534,Public,United States Government,1983,Open
20797,Fulton County Merk Miles Road Landfill,GA,3225 Merk Road,College Park,Fulton,30349,33.668833,-84.570167,Public,"Fulton County, GA",1970,Closed
10407,Gordon County Redbone Ridges LF,GA,1224 Pleasant Hill Road Extension NE & Red Bone Ridge Road,Ranger,Gordon,30734,34.510557,-84.765811,Public,"Gordon County, GA",1995,Open
1978,Grady Road Landfill,GA,316 Grady Road,Rockmart,Polk,30153,33.9968,-85.167,Public,"Polk County Board of Commissioners, GA",1994,Open
439,Gun Club Road landfill,GA,1401 Gun Club Road N.W.,Atlanta,Fulton,30318,33.795,-84.461,Public,"City of Atlanta, GA",1977,Closed
10441,Habersham County SR13 MSWL,GA,4900 Dicks Hill Parkway,Mt. Airy,Habersham,30563,34.555381,-83.45889,Public,"Habersham County, GA",1993,Open
456,Hall County Allen Creek Landfill,GA,2665 Allen Creek Road,Gainesville,Hall,30507,34.2537,-83.776,Public,"Hall County, Public Works Department, GA",1985,Closed
10408,Hall County Candler Road MSWLF,GA,1700 Oakbrook Drive Candler Road,Gainesville,Hall,30507,34.242574,-83.800764,Public,"Hall County, Public Works Department, GA",1997,Open
1984,Heard County Landfill,GA,"off Frolona Road
5.6 miles NW",Franklin,Heard,30217,33.295,-85.144,Public,"Heard County, GA",,Closed
449,Hickory Ridge Landfill,GA,3330 Moreland Avenue,Conley,DeKalb,30288,33.662,-84.336,Private,"Republic Services, Inc.",1993,Closed
10240,Highway 309 Landfill,GA,2773 Fowlstown Road,Bainbridge,Decatur,39819,30.83715,-84.56792,Public,"Decatur County Board of Commissioners, GA",1982,Closed
11500,Jefferson County CR-138 MSWL,GA,1619 Mennonite Church Road,Louisville,Jefferson,30434,33.1018,-82.4164,Public,"Jefferson County, GA",1999,Open
452,Key Road Landfill,GA,1500 Key Road S.E.,Atlanta,DeKalb,30316,33.698725,-84.339914,Public,"City of Atlanta, GA",1974,Closed
10443,Laurens County - Old Macon Road MSWL,GA,1645 Old Hawkinsville Road,Dublin,Laurens,31021,32.585913,-83.049101,Public,"Laurens County, GA",1997,Open
2157,Liberty County LF,GA,Limerick Road,Midway,Liberty,31320,31.843,-81.396,Public,"Liberty County SWA, GA",1986,Closed
467,Live Oak LF,GA,1189 Henrico Road,Conley,DeKalb,30288,33.6706,-84.3428,Private,"Waste Management, Inc.",1986,Closed
464,Macon Bibb Walker Road MSWL,GA,920 11th Street,Macon,Bibb,31201,32.8,-83.611,Public,"Macon-Bibb, GA",1971,Open
2154,Marble Top Road Landfill,GA,N. Marble Top Road,Chickamauga,Walker,30707,34.839431,-85.363464,Public,"Walker County, GA",1977,Closed
2161,Morgan Falls,GA,Morgan Falls Road,Dunwoody,Fulton,30350,33.9691,-84.375,Public,"Fulton County, GA",1964,Closed
10380,Murray County Landfill,GA,6585 Highway 411 S,Chatsworth,Murray,30705,34.68076,-84.73063,Public,"Murray County, GA",1988,Open
10444,Newton County Landfill,GA,205 Lower River Road,Covington,Newton,30016,33.551581,-83.895508,Public,"Newton County, GA",1987,Open
2268,Oak Grove Landfill,GA,"967 Carl Bethlehem Road
3 mi SW of Winder, off SR 324",Winder,Barrow,30680,33.9659,-83.7728,Private,"Republic Services, Inc.",1978,Open
462,Old Dixie Highway MSW Landfill,GA,4189 Old Dixie Highway S.E.,Dalton,Whitfield,30721,34.6516,-84.945,Public,"Dalton-Whitfield Regional Solid Waste Management Authority (DWRSWMA), GA",1980,Open
1983,Paulding County Landfill,GA,"end of Grants Chapel Road
off Seven Hills Road",Dallas,Paulding,30132,34.02,-84.7995,Public,"Paulding County, GA",,Unknown
2303,Pine Bluff Landfill,GA,13809 East Cherokee Drive,Ball Ground,Cherokee,30107,34.273,-84.387,Private,"Waste Management, Inc.",1990,Open
2266,Pine Ridge Landfill,GA,105 Bailey Jester Road,Griffin,Butts,30223,33.240017,-84.118684,Private,"Republic Services, Inc.",1997,Open
1981,Polk County Landfill #1,GA,"Highway 278
~1 mile from Grady Road LF",Cedartown,Polk,30125,34.007,-85.165,Public,"Polk County Board of Commissioners, GA",1971,Closed
10180,R & B (Banks) Landfill,GA,610 Bennett Road,Homer,Banks,30547,34.35184,-83.42719,Private,"Waste Management, Inc.",1988,Open
454,Richland Creek Road Landfill,GA,5691 South Richland Creek Road,Buford,Gwinnett,30518,34.127,-84.0353,Private,"Republic Services, Inc.",1989,Open
438,Roberts Road Landfill,GA,180 Roberts Road,Fayetteville,Fayette,30214,33.486,-84.442,Private,"Republic Services, Inc.",1976,Closed
10402,Savannah-Dean Forest Road SL,GA,1327 Dean Forest Road,Savannah,Chatham,31405,32.078,-81.22,Public,"City of Savannah, GA",1984,Open
448,Seminole Road MSW Landfill,GA,4203 Clevemont Road,Ellenwood,DeKalb,30294,33.6552,-84.2525,Public,"DeKalb County Sanitation, GA",1977,Open
466,Southern States-Bolton Road,GA,"2236 Bolton Road, N.W.",Atlanta,Fulton,30318,33.8184,-84.4655,Private,"Waste Management, Inc.",1987,Closed
457,SR247 MSW Landfill,GA,2080 GA Hwy 247,Kathleen,Houston,31047,32.399561,-83.55573,Public,"Houston County Board of Commissioners, GA",1987,Open
444,Superior Landfill & Recycling Center,GA,3001 Little Neck Road,Savannah,Chatham,31419,32.025,-81.28,Private,"Waste Management, Inc.",1991,Open
2279,Swift Creek Environmental Landfill,GA,4200 Davis Road,Macon,Bibb,31217,32.8235,-83.5176,Private,"Republic Services, Inc.",1980,Closed
