State,,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Henderson County, Illinois(6,8)",,435.3,380.5,497.2,51,stable,-0.5,-2.1,1
"Johnson County, Wyoming(6,8)",,403.1,351.7,460.7,51,stable,0.9,-1,2.8
"Trousdale County, Tennessee(6,8)",,493.7,433.4,560.3,51,stable,0.4,-1.2,2.1
"Cumberland County, Kentucky(7,8)",,510.1,445.3,582.4,50,stable,0.3,-1.1,1.8
"Humphreys County, Mississippi(6,8)",,486.9,426.8,553.5,50,stable,-0.4,-2.2,1.4
"Mountrail County, North Dakota(6,8)",,503.4,440.8,572.4,50,stable,1.6,-0.5,3.7
"Allendale County, South Carolina(6,8)",,397.2,347.5,452.5,50,stable,-1,-2.4,0.5
"Jefferson County, Nebraska(6,8)",,436.4,379.7,500,50,stable,0.1,-1.6,1.8
"King and Queen County, Virginia(6,8)",,485.4,423.4,554.9,50,stable,0.9,-1.1,2.9
"Ida County, Iowa(7,8)",,470.7,410.7,537.9,50,stable,0.6,-0.2,1.3
"Tunica County, Mississippi(6,8)",,509,445.7,578.6,50,stable,-4.2,-8.8,0.7
"Alexander County, Illinois(6,8)",,505.6,441.1,577.6,50,stable,-1.5,-4.2,1.3
"Burt County, Nebraska(6,8)",,470.5,409.1,539.7,50,stable,0.3,-1.6,2.3
"Clay County, Tennessee(6,8)",,408,356.2,466.3,50,falling,-1.3,-2.6,-0.1
"Franklin County, Idaho(7,8)",,364.1,319.5,413.3,50,stable,0.8,-0.9,2.5
"Red River Parish, Louisiana(7,8)",,422.2,370.2,480.1,50,stable,-0.3,-1.6,1
"Surry County, Virginia(6,8)",,497.4,433.1,569.8,50,rising,2,0.6,3.3
"Yuma County, Colorado(6,8)",,395.7,346.4,450.3,49,stable,-0.9,-3.2,1.4
"Claiborne County, Mississippi(6,8)",,471,411.3,537.2,49,stable,1.1,-0.6,2.8
"Galax City, Virginia(6,8)",,530.4,463.3,605.2,49,stable,18.8,-5.8,49.8
"Howard County, Missouri(6,8)",,376,328.5,428.8,49,stable,-2.1,-4.2,0
"Reeves County, Texas(6,8)",,340.6,299.2,386.2,49,falling,-2.4,-4,-0.8
"Cedar County, Nebraska(6,8)",,387.1,336.6,443.7,49,stable,-0.5,-2.6,1.6
"Grand Isle County, Vermont(6,8)",,515.2,446.2,592.6,49,stable,1.2,-1,3.5
"Hancock County, Tennessee(6,8)",,522.5,455.8,597.2,49,stable,2.2,-1,5.6
"Randolph County, Georgia(7,8)",,466.4,405,535.2,49,stable,0.5,-1.3,2.3
"Traill County, North Dakota(6,8)",,454.4,396.2,519.2,49,stable,0.2,-1.5,2
"Bottineau County, North Dakota(6,8)",,471.6,410.3,540.7,48,stable,-1.3,-3.1,0.5
"Emery County, Utah(7,8)",,406.5,355.1,463.4,48,stable,-0.1,-1.2,0.9
"Kodiak Island Borough, Alaska(6,8)",,408.2,352.7,469.5,48,stable,-1.5,-3.6,0.6
"Tillman County, Oklahoma(6,8)",,474.5,414.5,541.3,48,stable,0.4,-1.3,2.1
"Hutchinson County, South Dakota(6,8)",,438.1,379.9,503.4,48,stable,-0.3,-2.3,1.7
"Long County, Georgia(7,8)",,331.7,288.4,379.4,48,falling,-1.8,-3.4,-0.2
"Pembina County, North Dakota(6,8)",,441,382.6,506.8,48,stable,0.9,-1,2.8
"Platte County, Wyoming(6,8)",,358,310.2,411.9,48,falling,-1.6,-3.1,-0.1
"Hancock County, Kentucky(7,8)",,430.1,375.9,490.3,48,stable,1.1,-0.7,3
"Archer County, Texas(6,8)",,371.7,324.7,424.4,48,stable,-0.2,-1.9,1.6
"Dade County, Missouri(6,8)",,413.2,358.7,474.6,48,stable,-1.8,-3.8,0.2
"Spink County, South Dakota(6,8)",,536.9,465.8,616.2,48,stable,0,-2.2,2.3
"Worth County, Iowa(7,8)",,459.8,400.4,526.2,47,stable,0.2,-0.6,1.1
"Hamilton County, New York(7,8)",,532.8,459.2,618.2,47,stable,-1,-2.5,0.5
"Johnson County, Georgia(7,8)",,360,314.5,410.8,47,stable,0.2,-1.6,2
"Kingsbury County, South Dakota(6,8)",,621.5,538.6,714.8,47,stable,1.6,-0.8,4
"Mono County, California(7,8)",,272.3,236.6,312.1,47,stable,-1.6,-3.8,0.6
"Boise County, Idaho(7,8)",,412.6,353.5,480.2,47,stable,-0.4,-2.8,2.2
"Goliad County, Texas(6,8)",,418.4,363.7,480,47,stable,-1.1,-2.5,0.2
"Grand County, Utah(7,8)",,379.7,330.6,434.5,47,stable,-0.5,-1.6,0.6
"Davis County, Iowa(7,8)",,428.1,373,489.3,47,stable,0.2,-0.7,1.1
"Essex County, Vermont(6,8)",,483.6,416.7,559.4,46,stable,-0.4,-2.4,1.6
"Baraga County, Michigan(6,8)",,375.5 #  ,326.4,430.6,46,stable,-1.4,-3,0.1
"Rappahannock County, Virginia(6,8)",,375.9,325.2,433.7,46,falling,-2.5,-4,-1
"Talbot County, Georgia(7,8)",,448.4,387.9,517.1,46,stable,0.2,-1.3,1.7
"Calhoun County, West Virginia(6,8)",,392.1,340.1,450.9,45,stable,-1.4,-3,0.2
"Major County, Oklahoma(6,8)",,431.7,374.8,495.4,45,stable,-0.1,-2.1,1.9
"Nemaha County, Nebraska(6,8)",,483.7,420.1,554.9,45,stable,1.8,0,3.8
"Shelby County, Missouri(6,8)",,530.2,460.2,608.8,45,stable,0.1,-1.4,1.5
"Woods County, Oklahoma(6,8)",,416.6,362.2,477.1,45,stable,-0.5,-2.3,1.3
"Jenkins County, Georgia(7,8)",,421.7,367.3,482.2,45,falling,-1.5,-2.9,-0.1
"Montgomery County, Georgia(7,8)",,419.9,365,481,45,stable,-0.7,-2.4,1
"Newton County, Arkansas(6,8)",,343.1,296.4,396.2,45,stable,-1,-3,1
"Jefferson County, Mississippi(6,8)",,483.2,420.1,553.5,45,stable,1.1,-0.8,3.2
"Powell County, Montana(6,8)",,457.1,397.2,524.8,45,stable,-0.4,-2.5,1.7
"Forest County, Pennsylvania(6,8)",,406.8,352.8,468.6,44,stable,8.2,-3.3,21.2
"Benton County, Mississippi(6,8)",,392.9,341.6,450.4,44,stable,0.4,-2.6,3.5
"Broadwater County, Montana(6,8)",,501.2,432.7,578.8,44,rising,5.5,1.2,10
"Huerfano County, Colorado(6,8)",,341.3,291.6,399.1,44,falling,-2.7,-5.1,-0.2
"Maries County, Missouri(6,8)",,355.7,308.4,408.9,44,stable,-0.9,-2.9,1.2
"Union County, Indiana(6,8)",,460.1,399.3,528.3,44,stable,0.5,-1.2,2.3
"Grant County, Oregon(6,8)",,359,306.4,419.1,44,stable,-0.8,-2.5,0.9
"Washakie County, Wyoming(6,8)",,374.1,323.7,430.7,44,falling,-5.3,-9.4,-1
"White Pine County, Nevada(6,8)",,347.5,302.1,398.3,44,stable,-1.7,-3.7,0.4
"Clark County, Missouri(6,8)",,443.6,384.2,510.4,43,stable,1.1,-1.2,3.4
"Lafayette County, Florida(6,8)",,435.7,379.2,498.6,43,stable,1,-1.3,3.3
"Somervell County, Texas(6,8)",,378,327.9,434.2,43,stable,-0.1,-2,1.8
"Edwards County, Illinois(6,8)",,449.4,389.5,516.9,43,stable,-1.2,-3.1,0.9
"Wallowa County, Oregon(6,8)",,347,297.1,404.6,43,falling,-5.9,-9.8,-1.7
"Doddridge County, West Virginia(6,8)",,351.1,304.3,403.8,43,stable,1.6,-0.5,3.8
"Quitman County, Mississippi(6,8)",,456.2,395.7,523.8,43,stable,1.6,-0.7,3.8
"East Carroll Parish, Louisiana(7,8)",,526.6,457.4,603.7,43,stable,0.7,-0.6,2.2
"Fulton County, Kentucky(7,8)",,504.5,436.1,581.2,43,stable,0.3,-0.8,1.5
"Kane County, Utah(7,8)",,392.5,337,455.3,43,stable,-0.4,-1.2,0.4
"Refugio County, Texas(6,8)",,421.3,363.8,485.9,43,falling,-1.9,-3.4,-0.3
"Taylor County, Iowa(7,8)",,471.5,405.7,545.7,43,stable,0.2,-0.6,0.9
"Wayne County, Nebraska(6,8)",,409.7,354.1,471.9,43,stable,-0.7,-3.2,1.8
"Wirt County, West Virginia(6,8)",,524,452.2,605,43,stable,-1.2,-3.3,1
"Clinch County, Georgia(7,8)",,532.3,460.3,612.6,42,stable,-0.3,-1.7,1.2
"Kearney County, Nebraska(6,8)",,479.2,413.7,552.8,42,stable,1.7,-0.2,3.6
"Audubon County, Iowa(7,8)",,449.1,386.4,520.5,42,stable,0.1,-0.7,0.8
"Fillmore County, Nebraska(6,8)",,477.9,411.9,552.8,42,stable,-0.1,-2,1.9
"Wayne County, Iowa(7,8)",,446.1,383.8,516.5,42,stable,-0.4,-1.3,0.6
"Dawes County, Nebraska(6,8)",,382.7,329.5,442.7,42,stable,-0.5,-2.6,1.7
"Osceola County, Iowa(7,8)",,467.6,402.6,541,42,stable,0.2,-0.7,1.1
"Howard County, Nebraska(6,8)",,438.7,379.4,505.8,42,falling,-1.9,-3.2,-0.6
"Jefferson County, Oklahoma(6,8)",,456.6,394.1,527.1,42,stable,-1.4,-3,0.3
"Menifee County, Kentucky(7,8)",,479.8,413.5,554.4,42,stable,-0.3,-1.6,1
"Pierce County, Nebraska(6,8)",,439,379.2,506.2,42,stable,-0.8,-2.9,1.3
"Bethel Census Area, Alaska(6,8)",,344,293.5,400,42,stable,-2.6,-5.6,0.5
"Brewster County, Texas(6,8)",,312.5,268.9,361.9,42,stable,-1.1,-3.2,1.1
"Weston County, Wyoming(6,8)",,413.5,356.7,477.5,42,stable,0,-1.4,1.5
"Manassas Park City, Virginia(6,8)",,333.6,286.5,386,41,stable,-2.9,-5.9,0.2
"Antelope County, Nebraska(6,8)",,423.2,362.7,491.9,41,stable,-0.7,-2.3,0.9
"Buena Vista City, Virginia(6,8)",,488.7,422.4,563.4,41,stable,1.2,-0.9,3.4
"Lake County, Tennessee(6,8)",,461.8,400,531.1,41,rising,2.1,0.4,3.7
"Morgan County, Utah(7,8)",,408,353,469.1,41,stable,-0.2,-1.1,0.7
"Reynolds County, Missouri(6,8)",,416.4,358.5,482.3,41,stable,-0.5,-2.1,1.1
"Colfax County, Nebraska(6,8)",,367.5,318,422.5,41,stable,-1.4,-3.4,0.7
"Day County, South Dakota(6,8)",,440.3,376.5,513.2,41,stable,0.2,-1.8,2.3
"Pulaski County, Illinois(6,8)",,490,421.7,567.2,41,stable,0.9,-1,2.8
"San Juan County, Utah(7,8)",,273.3,236.3,314.3,41,stable,0,-0.9,1
"Pondera County, Montana(6,8)",,486.2,417.3,564,41,stable,-1.3,-3.1,0.5
"Shannon County, South Dakota(6,8)",,433.4,372,501.4,41,stable,-1.5,-3.3,0.3
"Valdez-Cordova Census Area, Alaska(6,8)",,429.5,365.8,501,41,stable,-1.7,-3.4,0.1
"Warren County, Georgia(7)",,507.1,435.3,588.5,41,*,*,*,*
"Delta County, Texas(6,8)",,529.5,455.5,613.2,40,stable,1.7,-0.1,3.5
"Elliott County, Kentucky(7,8)",,407.2,351.6,469.8,40,stable,-0.6,-2.2,1
"Ringgold County, Iowa(7,8)",,520.1,444.2,606.5,40,stable,0.6,-0.4,1.6
"Bon Homme County, South Dakota(6,8)",,400.5,344.4,463.9,40,stable,-1.3,-3.7,1.2
"Covington City, Virginia(6,8)",,507.8,437.2,588,40,rising,3.8,2.4,5.2
"Luce County, Michigan(6,8)",,429.4 #  ,370,496.8,40,stable,-1.4,-3.8,1
"Shannon County, Missouri(6,8)",,334,286.9,387.4,40,stable,-1.8,-3.6,0.1
"Thayer County, Nebraska(6,8)",,492.5,418.8,576.6,40,rising,1.4,0.1,2.8
"Zavala County, Texas(6,8)",,330.8,285.6,381.1,40,stable,-0.1,-1.8,1.6
"Carter County, Missouri(6,8)",,477.7,411,552.9,40,stable,-0.9,-3.4,1.7
"Marion County, Georgia(7,8)",,333.4,286.6,386.5,40,falling,-2.7,-4.5,-0.9
"Cameron County, Pennsylvania(6,8)",,487.7,416.1,570.2,40,stable,-4.1,-9,1.1
"Scott County, Illinois(6,8)",,535.4,461.5,619.2,40,stable,1,-0.6,2.7
"Tripp County, South Dakota(6,8)",,451.6,386.1,526.3,40,stable,-0.7,-2.6,1.3
"Alfalfa County, Oklahoma(6,8)",,472.3,407.7,545.4,39,stable,0.6,-1.5,2.7
"Crook County, Wyoming(6,8)",,385.8,330.9,448,39,stable,1.2,-1.2,3.7
"Dimmit County, Texas(6,8)",,340.7,293.6,393.2,39,stable,0.4,-2.2,3.2
"Harney County, Oregon(6,8)",,348,297.2,405.9,39,falling,-2.9,-4.6,-1.3
"Lafayette County, Arkansas(6,8)",,355.3,304.2,413.7,39,stable,-1.6,-3.3,0.2
"Zapata County, Texas(6,8)",,294.4,254.2,339.1,39,stable,-0.8,-3.1,1.6
"Boone County, Nebraska(6,8)",,467.8,399.4,545.8,39,stable,-0.6,-2.8,1.6
"Gentry County, Missouri(6,8)",,422.3,362.6,489.7,39,stable,-0.7,-2.8,1.6
"Mitchell County, Texas(6,8)",,406.3,350.5,468.7,39,stable,-0.7,-3,1.6
"Putnam County, Illinois(6,8)",,421.9,361.9,490.6,39,falling,-2.1,-3.7,-0.6
"Atkinson County, Georgia(7,8)",,447,384.7,516.6,39,stable,-0.5,-1.9,0.8
"Calhoun County, Arkansas(6,8)",,497.1,427.4,576.5,39,stable,1.4,-1.8,4.8
"McCook County, South Dakota(6,8)",,536.5,460.4,622.2,39,stable,0.3,-1.4,2
"Dixon County, Nebraska(6,8)",,483.4,413.4,562.6,38,stable,-0.2,-2.4,2.2
"Furnas County, Nebraska(6,8)",,476.1,406.1,556.5,38,stable,0.9,-0.8,2.6
"Sitka Borough, Alaska(6,8)",,377.9,324.1,438.4,38,stable,-1.3,-3.3,0.7
"Gallatin County, Illinois(6,8)",,498.6,425.4,581.8,38,falling,-1.9,-3.2,-0.6
"Lexington City, Virginia(6,8)",,534.2,452.2,628.6,38,rising,4.6,1.8,7.5
"Bland County, Virginia(6,8)",,389.9,334,453.8,37,stable,-0.6,-3.7,2.6
"Cameron Parish, Louisiana(7,8)",,436.3,373.7,506.9,37,stable,-1.1,-2.5,0.2
"Stark County, Illinois(6,8)",,456.3,390.1,531.5,37,stable,0,-2.2,2.3
"Teton County, Idaho(7,8)",,374,319.1,435.5,37,stable,-0.9,-2.7,0.9
"Dickey County, North Dakota(6,8)",,522.7,445.9,610,37,stable,-0.4,-3.1,2.5
"Jack County, Texas(6,8)",,337.7,290.1,391.3,37,falling,-2.6,-4.7,-0.5
"Miller County, Georgia(7,8)",,447.7,383.1,520.9,37,stable,-0.1,-1.9,1.7
"Musselshell County, Montana(6,8)",,495,419.4,582.2,37,stable,11.6,-3.7,29.4
"Brule County, South Dakota(6,8)",,543.1,465,631.3,37,stable,0.7,-2,3.5
"Clay County, Nebraska(6,8)",,421.9,360.3,491.8,37,stable,-0.7,-2.8,1.5
"Ferry County, Washington(6,8)",,298.6,254.2,349.9,37,falling,-4,-6,-2
"Greenlee County, Arizona(6,8)",,386.5,331.4,448,37,stable,-0.7,-3,1.7
"Pepin County, Wisconsin(6,8)",,325.3,278.3,379,37,stable,-2,-3.9,0
"Parmer County, Texas(6,8)",,359.6,308.8,416.3,37,stable,-0.5,-2.3,1.3
"Sheridan County, Nebraska(6,8)",,453.8,384,533.9,37,stable,1.6,-0.7,4
"McHenry County, North Dakota(6,8)",,460.2,392.6,536.8,37,stable,-0.3,-2.2,1.6
"Ransom County, North Dakota(6,8)",,470.8,399.9,551.5,37,stable,-1.4,-3.4,0.7
"Sublette County, Wyoming(6,8)",,294.7,252,342.9,37,falling,-3.9,-5.9,-1.9
"Yukon-Koyukuk Census Area, Alaska(6,8)",,612.8,522.5,714.4,37,stable,1.5,-1.1,4.2
"Calhoun County, Illinois(6,8)",,455.8,389.1,532.5,36,stable,-0.8,-3.1,1.7
"Cotton County, Oklahoma(6,8)",,439.8,375.8,512.5,36,stable,0.3,-1.7,2.3
"Carlisle County, Kentucky(7,8)",,522.4,445.8,609.4,36,stable,0.7,-1.1,2.5
"Nuckolls County, Nebraska(6,8)",,489.8,413.1,578.6,36,stable,-1.4,-3.8,1
"Teton County, Montana(6,8)",,389.6,331.6,456,36,stable,-1.7,-3.5,0.2
"Bath County, Virginia(6,8)",,482.5,409.5,567,36,stable,13,-2.8,31.4
"Kit Carson County, Colorado(6,8)",,355.3,303.7,413.6,36,stable,-1.2,-2.9,0.5
"Ohio County, Indiana(6,8)",,391.8,333.9,458.3,36,stable,-1.6,-3.8,0.6
"Owsley County, Kentucky(7,8)",,579.8,494.3,677,35,stable,0.4,-1.7,2.5
"Custer County, Colorado(6,8)",,352.1,295.2,421.4,35,falling,-2.5,-4.1,-0.9
"Johnson County, Nebraska(6,8)",,485.9,414.4,567.5,35,stable,0.6,-1.7,2.9
"Treutlen County, Georgia(7,8)",,408.2,348.4,475.9,35,stable,0.7,-0.7,2.1
"Wells County, North Dakota(6,8)",,471.2,396.3,558.6,35,stable,0.7,-1.2,2.5
"Polk County, Nebraska(6,8)",,460.1,388.9,541.6,35,stable,0.4,-1.6,2.3
"Pope County, Illinois(6,8)",,494.1,414.6,586.9,34,rising,3.3,0.8,5.9
"Wheeler County, Texas(6,8)",,485.8,413.3,568.1,34,stable,0.2,-2,2.4
"Brown County, Illinois(6,8)",,464.2,396.6,540.5,34,stable,-0.3,-2.8,2.4
"Juab County, Utah(7,8)",,350.7,299.4,408.2,34,stable,-0.1,-1.2,1
"Swisher County, Texas(6,8)",,364.9,310.5,426.3,34,stable,-1.1,-2.8,0.6
"Beaver County, Utah(7,8)",,505,430.1,589.4,34,stable,0.8,-0.4,2
"Mineral County, Montana(6,8)",,461.8,386.6,549.8,34,stable,0.8,-1.7,3.4
"Haskell County, Texas(6,8)",,402.4,340.5,473.4,34,stable,-0.6,-2.7,1.6
"Ochiltree County, Texas(6,8)",,353.8,301.4,412.5,34,stable,-2.3,-5.1,0.6
"Hot Springs County, Wyoming(6,8)",,445.2,373,528.8,34,stable,-1,-2.9,1
"Southeast Fairbanks Census Area, Alaska(6,8)",,442.2,372.6,521.1,33,stable,-2.4,-5.4,0.8
"Caribou County, Idaho(7,8)",,390.5,331.5,457.6,33,stable,0.1,-1.7,1.9
"Cherry County, Nebraska(6,8)",,376.9,318.3,444.3,33,stable,-1.1,-3.6,1.4
"Hamlin County, South Dakota(6,8)",,473.3,401.1,554.9,33,stable,1.3,-0.8,3.4
"Moore County, Tennessee(6,8)",,358.6,303.6,421.9,33,stable,-16.3,-35.5,8.5
"Saguache County, Colorado(6,8)",,342.3,286.9,406.4,33,stable,-0.9,-2.9,1.1
"Craig County, Virginia(6,8)",,425.4,358.7,502.5,33,stable,1.8,-0.8,4.5
"Childress County, Texas(6,8)",,416.4,353.6,487.4,33,stable,0,-1.7,1.6
"Liberty County, Florida(6,8)",,355.3,301.9,415.9,33,stable,-1.5,-3.4,0.5
"McKenzie County, North Dakota(6,8)",,312.5,263.8,367.2,32,stable,-1.9,-4,0.2
"Atchison County, Missouri(6,8)",,393.4,330.4,466.1,32,stable,-0.9,-2.7,0.9
"Power County, Idaho(7,8)",,364.4,308.5,427.7,32,stable,1.2,-0.9,3.3
"Wheeler County, Georgia(7,8)",,354.2,300.7,415.1,32,stable,1.9,-0.6,4.6
"Emporia City, Virginia(6,8)",,452.1,382.3,531.8,32,stable,-1.7,-3.3,0
"Pickett County, Tennessee(6,8)",,376.4,315.4,447.7,32,stable,-0.6,-3.2,2.2
"Van Buren County, Tennessee(6,8)",,367.1,308.6,434.8,32,stable,-0.7,-4.1,2.7
"Winkler County, Texas(6,8)",,435.5,369.3,510.1,32,stable,-1.7,-4.2,0.7
"Columbia County, Washington(6,8)",,469.8,391.8,561,31,stable,-0.5,-2.7,1.7
"Hardin County, Illinois(6,8)",,456.7,383.8,542,31,stable,-0.6,-2.7,1.5
"Moody County, South Dakota(6,8)",,367.6,310.7,432.6,31,stable,-0.5,-2.2,1.2
"Wrangell-Petersburg Census Area, Alaska(6,8)",,383.1,322.8,452.7,31,falling,-6.6,-10.7,-2.4
"Deuel County, South Dakota(6,8)",,497,418.7,587.2,31,stable,-0.5,-2.3,1.4
"Walworth County, South Dakota(6,8)",,369.3,308.8,439.3,31,stable,-1.2,-3.3,0.9
"Custer County, Idaho(7,8)",,402.4,337.2,479.6,31,stable,-0.5,-2.2,1.2
"Nome Census Area, Alaska(6,8)",,436.3,362.5,519.7,31,stable,-0.1,-2.7,2.5
"Hickman County, Kentucky(7,8)",,430,360.4,510.6,31,stable,0.1,-1.5,1.8
"Mills County, Texas(6,8)",,378.2,316.2,450.7,31,stable,0.3,-2.6,3.4
"Phillips County, Montana(6,8)",,481.1,403.7,570.9,31,stable,0,-1.7,1.7
"Stewart County, Georgia(7,8)",,461,389.6,542.7,31,stable,1.1,-1.1,3.3
"Brooks County, Texas(6,8)",,339.5,286.1,400.4,31,stable,-0.8,-3.7,2.3
"Gregory County, South Dakota(6,8)",,472.7,392.6,565.7,31,stable,0.5,-2.7,3.9
"Chouteau County, Montana(6,8)",,362.7,305.3,429,30,falling,-2.1,-3.8,-0.4
"Bailey County, Texas(6,8)",,396.1,334.1,466.3,30,stable,-1.4,-4,1.2
"Florence County, Wisconsin(6,8)",,407.3,337.7,489.8,30,stable,0.8,-0.6,2.2
"Prince of Wales-Outer Ketchikan, Alaska(6,8)",,399,331.7,476.5,30,stable,-1.3,-4,1.4
"Sullivan County, Missouri(6,8)",,350,294.4,413.7,30,stable,-1.9,-4,0.2
"Mineral County, Nevada(6,8)",,414.9,343.3,498.7,30,stable,-1.8,-4.2,0.6
"Putnam County, Missouri(6,8)",,383.8,321,457,30,stable,1.3,-1.9,4.7
"Conejos County, Colorado(6,8)",,280.3,235.3,331.9,29,stable,-1.4,-3.6,0.8
"Crosby County, Texas(6,8)",,418.1,350.2,495.5,29,stable,0.5,-1.3,2.4
"North Slope Borough, Alaska(6,8)",,465.4,378.5,564.4,29,stable,-0.2,-2.9,2.5
"Coal County, Oklahoma(6,8)",,368.8,308.9,437.7,29,falling,-3.4,-5.5,-1.2
"Floyd County, Texas(6,8)",,370.9,311.6,439,29,falling,-1.8,-3.3,-0.2
"Holt County, Missouri(6,8)",,412.3,343.4,492.8,29,stable,-0.7,-3.4,2
"Wahkiakum County, Washington(6,8)",,403.7,328,494.1,29,stable,-0.2,-2.3,1.9
"Adams County, Iowa(7,8)",,510.2,424.4,610,29,rising,1.4,0.7,2.2
"Morrill County, Nebraska(6,8)",,423.3,353.9,503.4,29,stable,-1.2,-3.4,1.2
"Sargent County, North Dakota(6,8)",,550.1,457.8,656.7,29,stable,0.8,-2.1,3.9
"Bear Lake County, Idaho(7,8)",,373.3,311,444.9,29,stable,1.5,-0.9,3.9
"Edmunds County, South Dakota(6,8)",,498.4,415.5,594.5,29,rising,3.8,1.4,6.2
"Ouray County, Colorado(6,8)",,385.1,316,467.1,29,stable,-1.2,-3.9,1.5
"Cavalier County, North Dakota(6,8)",,445.9,367.7,538.1,29,stable,-0.5,-2.2,1.2
"Dewey County, Oklahoma(6,8)",,425.9,356.9,505.5,29,stable,-1.1,-3.8,1.6
"Thurston County, Nebraska(6,8)",,436.8,366.1,516.9,29,stable,-1.5,-3.7,0.7
"Benson County, North Dakota(6,8)",,419.3,351.2,496.7,28,stable,-0.5,-2.7,1.7
"Hyde County, North Carolina(6,8)",,362.3,303.5,430.6,28,stable,-1.1,-3.8,1.6
"San Miguel County, Colorado(6,8)",,343.6,278.6,419.1,28,falling,-3.8,-6.7,-0.7
"Sherman County, Nebraska(6,8)",,629.5,517.1,760.8,28,stable,0.9,-2.4,4.3
"Calhoun County, Georgia(7,8)",,366.5,307.2,434.6,28,falling,-3.6,-5.7,-1.5
"Grant County, Oklahoma(6,8)",,436.1,364.1,519.5,28,stable,-0.5,-2.5,1.4
"Rio Blanco County, Colorado(6,8)",,371.2,310.5,440.6,28,falling,-2.3,-4.3,-0.3
"San Saba County, Texas(6,8)",,311.7,259.8,372.4,28,falling,-2.9,-5.1,-0.7
"Valley County, Nebraska(6,8)",,425.9,354.4,509.5,28,stable,0.6,-2.4,3.7
"Blaine County, Montana(6,8)",,360.9,302.1,428.3,28,stable,-1.3,-4,1.4
"Pershing County, Nevada(6,8)",,349.4,291.5,416.1,28,stable,0.7,-2.8,4.3
"Tyrrell County, North Carolina(6,8)",,480.5,401.7,571.8,28,rising,3.3,0.6,6.2
"Garfield County, Utah(7,8)",,384.4,319.2,460.2,27,stable,-0.5,-1.9,0.9
"Todd County, South Dakota(6,8)",,431.6,358.5,514.1,27,stable,-0.4,-2.9,2.2
"Sharkey County, Mississippi(6,8)",,445.4,368.8,534.1,27,stable,-0.4,-3.4,2.7
"Tensas Parish, Louisiana(7,8)",,362.7,300.6,435.5,27,stable,3.2,-3.2,10.1
"Kimble County, Texas(6,8)",,350.1,286.4,425.8,27,stable,-1.1,-3.5,1.4
"Lynn County, Texas(6,8)",,371.3,309,443.1,27,stable,15.8,-0.2,34.3
"Castro County, Texas(6,8)",,296,246.5,352.8,27,falling,-3.8,-6.2,-1.3
"Webster County, Nebraska(6,8)",,469.8,389.4,564.4,27,stable,-0.8,-2.4,0.8
"Yoakum County, Texas(6,8)",,342.3,285.7,406.6,27,stable,-1.8,-4.9,1.3
"LaMoure County, North Dakota(6,8)",,369.5,305,446.3,26,stable,-1.7,-3.5,0.2
"Beaver County, Oklahoma(6,8)",,364,302.1,435.6,26,stable,-1.2,-3.3,1
"Carson County, Texas(6,8)",,328.3,272.8,392.6,26,stable,-2.4,-4.9,0.3
"Lincoln County, Colorado(6,8)",,377.4,313.8,450.7,26,stable,1.7,-0.9,4.3
"Pierce County, North Dakota(6,8)",,402.2,330.3,486.5,26,stable,-1.6,-4,0.8
"Scotland County, Missouri(6,8)",,410.6,340,492.1,26,stable,-1.9,-5,1.3
"Bent County, Colorado(6,8)",,342.1,284.7,409,26,stable,-0.8,-2.5,0.8
"Dallam County, Texas(6,8)",,406,337.2,484.3,26,falling,-2.3,-4.5,-0.1
"Franklin County, Nebraska(6,8)",,478.5,392.5,581.3,26,rising,14.3,0.9,29.4
"Sweet Grass County, Montana(6,8)",,437.3,359.1,529.7,26,stable,0.5,-2.5,3.6
"Ellis County, Oklahoma(6,8)",,429.5,354.4,517.4,26,stable,0.3,-2.5,3.1
"Lewis County, Idaho(7,8)",,424,346.4,515.7,26,falling,-4.1,-6,-2.2
"Mercer County, Missouri(6,8)",,479.6,396.6,576.7,26,stable,1.2,-1.6,4.1
"Clark County, South Dakota(6,8)",,491,402.2,594.6,25,stable,1,-1.3,3.4
"Phillips County, Colorado(6,8)",,409.3,335.5,495.5,25,stable,-1.4,-3.8,0.9
"Emmons County, North Dakota(6,8)",,407.3,332,498.2,25,stable,0.5,-2.1,3
"Knox County, Missouri(6,8)",,424.8,350.3,512.2,25,stable,-1.8,-3.7,0.1
"Nance County, Nebraska(6,8)",,498.2,408,603.7,25,stable,1,-1.7,3.7
"Schuyler County, Missouri(6,8)",,397.3,328.2,477.9,25,stable,-1.7,-3.4,0
"Sheridan County, Montana(6,8)",,435,358.2,525.6,25,stable,0.9,-1.4,3.3
"Adams County, Idaho(7,8)",,350.4,283.1,432,25,falling,-2.4,-4.6,-0.2
"Baylor County, Texas(6,8)",,404.4,332.5,489.9,25,stable,-1.2,-4.2,1.8
"Lake County, Colorado(6,8)",,319.3,262.2,385.1,25,stable,-1.3,-4.5,2
"Washington County, Colorado(6,8)",,355.8,293,429.4,25,stable,-2.3,-4.9,0.4
"Coke County, Texas(6,8)",,434.9,354.5,531,24,stable,1.5,-0.8,3.9
